Titik Awal,Koordinat Awal,Tujuan,Koordinat Tujuan,Jarak Tempuh (km),Waktu Tempuh (menit),Kapasitas Full Tanki Bensin (liter),Jarak Tempuh Bensin per Liter (km/l),Rekomendasi_SPBU,Rekomendasi_TempatIstirahat,Rekomendasi_Penginapan
Kediri Mall,"(-7.82424, 112.011388)",Alun-Alun Tasikmalaya,"(-7.327403, 108.217163)",421.8464068384333,588,8,31.60775559397908,ya,ya,tidak
Sam Poo Kong,"(-6.992966, 110.389888)",Sam Poo Kong,"(-6.992966, 110.389888)",0.0,0,14,45.9606541506084,tidak,tidak,tidak
Pantai Kejawanan,"(-6.73358, 108.581212)",Kraton,"(-7.805691, 110.364914)",230.04107318705456,313,13,43.88763177232027,tidak,ya,tidak
Situ Gede,"(-7.323856, 108.22867)",Coban Rondo,"(-7.895497, 112.533402)",478.6838384497818,563,13,36.7917243323211,ya,ya,tidak
Keraton Kasepuhan,"(-6.724108, 108.555726)",Banten Lama,"(-6.034228, 106.128827)",278.9415115875594,293,6,47.3204689155435,ya,ya,tidak
Simpang Lima Gumul,"(-7.815934, 112.011961)",Tugu Pahlawan,"(-7.245971, 112.737826)",102.07445281261876,109,9,31.452341524073347,tidak,ya,tidak
Kota Tua,"(-6.1352, 106.813301)",Kediri Mall,"(-7.82424, 112.011388)",603.6531176809914,787,15,30.467810855818417,ya,ya,ya
Taman Mini,"(-6.30242, 106.895382)",Stasiun Cirebon,"(-6.710515, 108.561267)",189.5560626929701,236,7,43.26267356897117,tidak,ya,tidak
Coban Rondo,"(-7.895497, 112.533402)",Taman Mini,"(-6.30242, 106.895382)",646.8179750022734,946,4,34.49641833045315,ya,ya,ya
Gedung Sate,"(-6.902475, 107.618782)",Taman Mini,"(-6.30242, 106.895382)",104.09949292738544,105,15,31.10260854148863,tidak,ya,tidak
Simpang Lima,"(-6.9925, 110.420601)",Farm House,"(-6.832553, 107.605373)",311.2715676731894,333,13,32.62803952683702,tidak,ya,tidak
Situ Gede,"(-7.323856, 108.22867)",Kota Tua,"(-6.1352, 106.813301)",204.68895736796185,266,13,32.83807822581787,tidak,ya,tidak
Simpang Lima,"(-6.9925, 110.420601)",Gua Maria Pohsarang,"(-7.856367, 112.010669)",199.91332372228365,244,9,47.77375394199649,tidak,ya,tidak
Malioboro,"(-7.79558, 110.36949)",Banten Lama,"(-6.034228, 106.128827)",507.41136811017753,708,8,35.36974492019599,ya,ya,ya
Taman Sari,"(-7.811356, 110.359499)",Lawang Sewu,"(-6.983784, 110.40908)",92.18407446945264,98,11,48.26107957576616,tidak,ya,tidak
Kraton,"(-7.805691, 110.364914)",Kenjeran Park,"(-7.22302, 112.790361)",275.1175504902393,300,7,37.7791548321143,ya,ya,tidak
Pantai Kejawanan,"(-6.73358, 108.581212)",Coban Rondo,"(-7.895497, 112.533402)",454.62297145710966,606,12,40.33973319192396,ya,ya,ya
Malioboro,"(-7.79558, 110.36949)",Gedung Sate,"(-6.902475, 107.618782)",319.19044484916924,361,9,36.80058948533717,ya,ya,tidak
Alun-Alun Serang,"(-6.11907, 106.150194)",Pantai Kejawanan,"(-6.73358, 108.581212)",277.1714485237397,377,11,41.53503232988808,tidak,ya,tidak
Masjid Agung Serang,"(-6.117978, 106.153106)",Simpang Lima Gumul,"(-7.815934, 112.011961)",673.6355029732069,721,13,35.34583966182343,ya,ya,ya
Lawang Sewu,"(-6.983784, 110.40908)",Keraton Kasepuhan,"(-6.724108, 108.555726)",206.63784712749109,229,9,45.5117074701905,tidak,ya,tidak
Banten Lama,"(-6.034228, 106.128827)",Simpang Lima,"(-6.9925, 110.420601)",485.9618900343337,530,13,45.89334036967673,ya,ya,tidak
Kediri Mall,"(-7.82424, 112.011388)",Banten Lama,"(-6.034228, 106.128827)",679.1240561834833,740,8,31.39764246623421,ya,ya,ya
Sam Poo Kong,"(-6.992966, 110.389888)",Sam Poo Kong,"(-6.992966, 110.389888)",0.0,0,7,32.898275596043824,tidak,tidak,tidak
Situ Gede,"(-7.323856, 108.22867)",Kenjeran Park,"(-7.22302, 112.790361)",503.27799998689056,718,12,46.949503225252975,ya,ya,ya
Alun-Alun Tasikmalaya,"(-7.327403, 108.217163)",Malioboro,"(-7.79558, 110.36949)",242.89026491718897,280,5,46.62596443035704,ya,ya,tidak
Alun-Alun Tasikmalaya,"(-7.327403, 108.217163)",Kraton,"(-7.805691, 110.364914)",242.6388191093272,285,5,48.98674987008138,ya,ya,tidak
Banten Lama,"(-6.034228, 106.128827)",Ciputra Waterpark,"(-7.288911, 112.609064)",729.1562167243541,951,9,37.79314760373267,ya,ya,ya
Sam Poo Kong,"(-6.992966, 110.389888)",Kediri Mall,"(-7.82424, 112.011388)",201.27548072683112,227,14,36.89128506114001,tidak,ya,tidak
Kota Tua,"(-6.1352, 106.813301)",Taman Mini,"(-6.30242, 106.895382)",20.689654746143912,27,6,37.5389463954966,tidak,tidak,tidak
Gua Maria Pohsarang,"(-7.856367, 112.010669)",Simpang Lima,"(-6.9925, 110.420601)",199.91332372228365,249,12,42.01021363046718,tidak,ya,tidak
Gua Maria Pohsarang,"(-7.856367, 112.010669)",Malioboro,"(-7.79558, 110.36949)",180.9172838052192,235,9,37.87477255608984,tidak,ya,tidak
Stasiun Cirebon,"(-6.710515, 108.561267)",Monas,"(-6.175392, 106.827153)",200.6326514503068,214,6,44.4396027110918,ya,ya,tidak
Kenjeran Park,"(-7.22302, 112.790361)",Alun-Alun Serang,"(-6.11907, 106.150194)",743.539420016692,892,10,43.54539095362576,ya,ya,ya
Alun-Alun Tasikmalaya,"(-7.327403, 108.217163)",Kediri Mall,"(-7.82424, 112.011388)",421.8464068384333,602,6,44.20644163903343,ya,ya,ya
Simpang Lima,"(-6.9925, 110.420601)",Simpang Lima,"(-6.9925, 110.420601)",0.0,0,4,33.67963646866202,tidak,tidak,tidak
Lawang Sewu,"(-6.983784, 110.40908)",Gunung Galunggung,"(-7.241253, 108.082577)",258.2956721384715,309,6,49.454072365061485,ya,ya,tidak
Alun-Alun Malang,"(-7.978639, 112.630141)",Monas,"(-6.175392, 106.827153)",670.9756894470422,821,13,33.406494259434666,ya,ya,ya
Alun-Alun Malang,"(-7.978639, 112.630141)",Gedung Sate,"(-6.902475, 107.618782)",565.3436294759161,595,6,36.692569181848654,ya,ya,tidak
Trans Studio,"(-6.926855, 107.634515)",Simpang Lima,"(-6.9925, 110.420601)",307.6020875747889,323,8,43.57485144919706,ya,ya,tidak
Situ Gede,"(-7.323856, 108.22867)",Situ Gede,"(-7.323856, 108.22867)",0.0,0,14,49.25845190329223,tidak,tidak,tidak
Ciputra Waterpark,"(-7.288911, 112.609064)",Gua Maria Pohsarang,"(-7.856367, 112.010669)",91.27885610603286,107,8,37.34068587121297,tidak,ya,tidak
Alun-Alun Serang,"(-6.11907, 106.150194)",Keraton Kasepuhan,"(-6.724108, 108.555726)",274.1852592435862,299,4,49.40343595690777,ya,ya,tidak
Alun-Alun Tasikmalaya,"(-7.327403, 108.217163)",Farm House,"(-6.832553, 107.605373)",87.0930323307779,100,13,35.71585034605895,tidak,ya,tidak
Pantai Kejawanan,"(-6.73358, 108.581212)",Taman Mini,"(-6.30242, 106.895382)",192.31527643566827,221,11,47.12015908362565,tidak,ya,tidak
Coban Rondo,"(-7.895497, 112.533402)",Alun-Alun Tasikmalaya,"(-7.327403, 108.217163)",479.8868651217547,625,9,46.437298309356606,ya,ya,ya
Taman Mini,"(-6.30242, 106.895382)",Monas,"(-6.175392, 106.827153)",16.012196390435935,22,14,47.52287557577495,tidak,tidak,tidak
Kota Tua,"(-6.1352, 106.813301)",Alun-Alun Serang,"(-6.11907, 106.150194)",73.33485983674267,81,7,39.336478194842655,tidak,tidak,tidak
Alun-Alun Tasikmalaya,"(-7.327403, 108.217163)",Simpang Lima,"(-6.9925, 110.420601)",245.9356976412383,368,4,35.45732904895362,ya,ya,tidak
Jatim Park,"(-7.887634, 112.53475)",Jatim Park,"(-7.887634, 112.53475)",0.0,0,5,43.19823063065262,tidak,tidak,tidak
Sam Poo Kong,"(-6.992966, 110.389888)",Gua Maria Pohsarang,"(-7.856367, 112.010669)",202.86515272058745,213,11,48.59701520955817,tidak,ya,tidak
Trans Studio,"(-6.926855, 107.634515)",Kraton,"(-7.805691, 110.364914)",316.5582859672453,372,13,46.389788018205486,tidak,ya,tidak
Ciputra Waterpark,"(-7.288911, 112.609064)",Malioboro,"(-7.79558, 110.36949)",253.22061004882383,297,7,35.15333007185226,ya,ya,tidak
Kota Tua,"(-6.1352, 106.813301)",Trans Studio,"(-6.926855, 107.634515)",126.4093277567752,126,12,42.4181807724899,tidak,ya,tidak
Keraton Kasepuhan,"(-6.724108, 108.555726)",Keraton Kasepuhan,"(-6.724108, 108.555726)",0.0,0,6,41.60314881050293,tidak,tidak,tidak
Gunung Galunggung,"(-7.241253, 108.082577)",Alun-Alun Malang,"(-7.978639, 112.630141)",507.8689547956208,525,12,42.22997646662006,ya,ya,tidak
Monas,"(-6.175392, 106.827153)",Kediri Mall,"(-7.82424, 112.011388)",600.7991030288977,621,7,42.02326641047762,ya,ya,ya
Kota Tua,"(-6.1352, 106.813301)",Lawang Sewu,"(-6.983784, 110.40908)",408.2640695438303,422,9,32.98080870544856,ya,ya,tidak
Banten Lama,"(-6.034228, 106.128827)",Monas,"(-6.175392, 106.827153)",78.78934085415663,96,9,33.800760908980564,tidak,ya,tidak
Masjid Agung Serang,"(-6.117978, 106.153106)",Kenjeran Park,"(-7.22302, 112.790361)",743.2430883382643,825,5,47.92554983161281,ya,ya,ya
Gedung Sate,"(-6.902475, 107.618782)",Kenjeran Park,"(-7.22302, 112.790361)",571.7981672242685,857,5,37.41631999710235,ya,ya,ya
Kenjeran Park,"(-7.22302, 112.790361)",Gua Maria Pohsarang,"(-7.856367, 112.010669)",111.1156726223935,121,15,30.3718319341662,tidak,ya,tidak
Taman Sari,"(-7.811356, 110.359499)",Sam Poo Kong,"(-6.992966, 110.389888)",91.06249024059494,136,9,30.155546810162846,tidak,ya,tidak
Monas,"(-6.175392, 106.827153)",Kraton,"(-7.805691, 110.364914)",430.47395026611287,629,9,40.05787200062612,ya,ya,ya
Monas,"(-6.175392, 106.827153)",Masjid Agung Serang,"(-6.117978, 106.153106)",74.79267646078021,86,15,49.43962545795339,tidak,tidak,tidak
Alun-Alun Serang,"(-6.11907, 106.150194)",Sam Poo Kong,"(-6.992966, 110.389888)",478.3180937654799,486,10,30.83892541783478,ya,ya,tidak
Situ Gede,"(-7.323856, 108.22867)",Kota Tua,"(-6.1352, 106.813301)",204.68895736796185,285,4,32.65999512069459,ya,ya,tidak
Jatim Park,"(-7.887634, 112.53475)",Lawang Sewu,"(-6.983784, 110.40908)",255.01332874938407,318,12,32.16870713198424,tidak,ya,tidak
Jatim Park,"(-7.887634, 112.53475)",Monas,"(-6.175392, 106.827153)",658.0012124274839,877,11,31.433302134839284,ya,ya,ya
Jatim Park,"(-7.887634, 112.53475)",Ciputra Waterpark,"(-7.288911, 112.609064)",67.07694629998154,80,12,49.50535063804251,tidak,tidak,tidak
Keraton Kasepuhan,"(-6.724108, 108.555726)",Simpang Lima Gumul,"(-7.815934, 112.011961)",400.0842370396125,510,5,35.55972129165821,ya,ya,tidak
Situ Gede,"(-7.323856, 108.22867)",Gua Maria Pohsarang,"(-7.856367, 112.010669)",421.03606254096746,495,4,35.17430845562066,ya,ya,tidak
Alun-Alun Tasikmalaya,"(-7.327403, 108.217163)",Malioboro,"(-7.79558, 110.36949)",242.89026491718897,346,11,44.78435134105592,tidak,ya,tidak
Malioboro,"(-7.79558, 110.36949)",Kediri Mall,"(-7.82424, 112.011388)",180.90522168070044,208,15,38.24559214625109,tidak,ya,tidak
Simpang Lima,"(-6.9925, 110.420601)",Coban Rondo,"(-7.895497, 112.533402)",253.6682771183929,345,13,43.25477251397429,tidak,ya,tidak
Stasiun Cirebon,"(-6.710515, 108.561267)",Kenjeran Park,"(-7.22302, 112.790361)",470.2444716337109,671,9,38.35571820450757,ya,ya,ya
Simpang Lima,"(-6.9925, 110.420601)",Kraton,"(-7.805691, 110.364914)",90.63097064294676,93,12,33.70648635813659,tidak,ya,tidak
Farm House,"(-6.832553, 107.605373)",Alun-Alun Serang,"(-6.11907, 106.150194)",179.28397959856667,206,5,49.33115377060547,tidak,ya,tidak
Kediri Mall,"(-7.82424, 112.011388)",Monas,"(-6.175392, 106.827153)",600.7991030288977,901,12,44.63237614931534,ya,ya,ya
Coban Rondo,"(-7.895497, 112.533402)",Gunung Galunggung,"(-7.241253, 108.082577)",495.95726900418674,513,10,48.75067169714059,ya,ya,tidak
Kota Tua,"(-6.1352, 106.813301)",Alun-Alun Malang,"(-7.978639, 112.630141)",673.8060184997012,685,14,30.50937204241138,ya,ya,ya
Trans Studio,"(-6.926855, 107.634515)",Taman Sari,"(-7.811356, 110.359499)",316.1838727300024,344,7,33.85988012619202,ya,ya,tidak
Pantai Kejawanan,"(-6.73358, 108.581212)",Kraton,"(-7.805691, 110.364914)",230.04107318705456,281,10,40.04157439574607,tidak,ya,tidak
Banten Lama,"(-6.034228, 106.128827)",Gua Maria Pohsarang,"(-7.856367, 112.010669)",680.0817572043417,948,8,31.05463971292122,ya,ya,ya
Situ Gede,"(-7.323856, 108.22867)",Taman Sari,"(-7.811356, 110.359499)",241.04697488342995,328,14,33.69422238013794,tidak,ya,tidak
Alun-Alun Serang,"(-6.11907, 106.150194)",Gedung Sate,"(-6.902475, 107.618782)",184.1512927846321,276,12,40.29200149147461,tidak,ya,tidak
Masjid Agung Serang,"(-6.117978, 106.153106)",Coban Rondo,"(-7.895497, 112.533402)",731.3381571209783,1020,12,31.31565444123637,ya,ya,ya
Alun-Alun Malang,"(-7.978639, 112.630141)",Taman Mini,"(-6.30242, 106.895382)",659.5853894630744,879,14,34.66411492297846,ya,ya,ya
Monas,"(-6.175392, 106.827153)",Alun-Alun Serang,"(-6.11907, 106.150194)",75.1031452792699,90,14,30.01028444795602,tidak,ya,tidak
Lawang Sewu,"(-6.983784, 110.40908)",Monas,"(-6.175392, 106.827153)",405.7468321349646,608,14,41.80688167009551,tidak,ya,ya
Simpang Lima,"(-6.9925, 110.420601)",Alun-Alun Serang,"(-6.11907, 106.150194)",481.6303387289715,516,15,36.7569076678128,ya,ya,tidak
Simpang Lima,"(-6.9925, 110.420601)",Monas,"(-6.175392, 106.827153)",407.1996106827435,407,6,40.11667296439268,ya,ya,tidak
Keraton Kasepuhan,"(-6.724108, 108.555726)",Coban Rondo,"(-7.895497, 112.533402)",457.6215591562663,549,6,46.6375104951324,ya,ya,tidak
Sam Poo Kong,"(-6.992966, 110.389888)",Ciputra Waterpark,"(-7.288911, 112.609064)",247.04806238493805,370,13,42.772915373372,tidak,ya,tidak
Kraton,"(-7.805691, 110.364914)",Lawang Sewu,"(-6.983784, 110.40908)",91.52155822700976,122,15,38.643935765357774,tidak,ya,tidak
Banten Lama,"(-6.034228, 106.128827)",Alun-Alun Serang,"(-6.11907, 106.150194)",9.725328130353487,10,9,35.00246736246301,tidak,tidak,tidak
Gua Maria Pohsarang,"(-7.856367, 112.010669)",Taman Mini,"(-6.30242, 106.895382)",590.2927556295854,885,13,40.24937180702028,ya,ya,ya
Situ Gede,"(-7.323856, 108.22867)",Kota Tua,"(-6.1352, 106.813301)",204.68895736796185,211,7,33.51189936901545,ya,ya,tidak
Gedung Sate,"(-6.902475, 107.618782)",Taman Mini,"(-6.30242, 106.895382)",104.09949292738544,145,4,35.89357323979818,tidak,ya,tidak
Gunung Galunggung,"(-7.241253, 108.082577)",Banten Lama,"(-6.034228, 106.128827)",254.12106998157668,287,9,44.81192954853415,tidak,ya,tidak
Monas,"(-6.175392, 106.827153)",Alun-Alun Serang,"(-6.11907, 106.150194)",75.1031452792699,77,10,30.1859796785695,tidak,tidak,tidak
Farm House,"(-6.832553, 107.605373)",Taman Sari,"(-7.811356, 110.359499)",322.6540993452453,351,9,46.18003933803607,ya,ya,tidak
Pantai Kejawanan,"(-6.73358, 108.581212)",Banten Lama,"(-6.034228, 106.128827)",281.9365565507513,296,11,38.98473209367015,tidak,ya,tidak
Masjid Agung Serang,"(-6.117978, 106.153106)",Trans Studio,"(-6.926855, 107.634515)",186.744549343051,203,4,41.70417876266717,ya,ya,tidak
Taman Sari,"(-7.811356, 110.359499)",Keraton Kasepuhan,"(-6.724108, 108.555726)",232.8075108629604,303,9,39.43309813918733,tidak,ya,tidak
Alun-Alun Serang,"(-6.11907, 106.150194)",Kenjeran Park,"(-7.22302, 112.790361)",743.539420016692,743,12,39.630779708817286,ya,ya,ya
Kediri Mall,"(-7.82424, 112.011388)",Masjid Agung Serang,"(-6.117978, 106.153106)",673.82852735904,777,8,38.57715171394902,ya,ya,ya
Kraton,"(-7.805691, 110.364914)",Kenjeran Park,"(-7.22302, 112.790361)",275.1175504902393,412,9,47.00612547030652,tidak,ya,tidak
Pantai Kejawanan,"(-6.73358, 108.581212)",Kota Tua,"(-6.1352, 106.813301)",206.364229955079,206,9,48.78880424670551,tidak,ya,tidak
Situ Gede,"(-7.323856, 108.22867)",Alun-Alun Malang,"(-7.978639, 112.630141)",490.4928894597477,490,11,43.61225402450274,ya,ya,tidak
Kenjeran Park,"(-7.22302, 112.790361)",Kraton,"(-7.805691, 110.364914)",275.1175504902393,305,12,36.14947494057642,tidak,ya,tidak
Kediri Mall,"(-7.82424, 112.011388)",Tugu Pahlawan,"(-7.245971, 112.737826)",102.6990886930164,106,12,40.53943462745791,tidak,ya,tidak
Kenjeran Park,"(-7.22302, 112.790361)",Alun-Alun Malang,"(-7.978639, 112.630141)",85.85667090103917,90,13,36.26262472880195,tidak,ya,tidak
Simpang Lima Gumul,"(-7.815934, 112.011961)",Tugu Pahlawan,"(-7.245971, 112.737826)",102.07445281261876,127,13,30.45810958462548,tidak,ya,tidak
Kenjeran Park,"(-7.22302, 112.790361)",Masjid Agung Serang,"(-6.117978, 106.153106)",743.2430883382643,810,9,45.13658440200444,ya,ya,ya
Gua Maria Pohsarang,"(-7.856367, 112.010669)",Lawang Sewu,"(-6.983784, 110.40908)",201.4947216938442,219,11,46.27003761145012,tidak,ya,tidak
Trans Studio,"(-6.926855, 107.634515)",Simpang Lima Gumul,"(-7.815934, 112.011961)",492.7393404783204,518,14,36.05003154696645,ya,ya,tidak
Kraton,"(-7.805691, 110.364914)",Kota Tua,"(-6.1352, 106.813301)",433.7705844452284,481,14,44.27051930658274,tidak,ya,tidak
Pantai Kejawanan,"(-6.73358, 108.581212)",Taman Mini,"(-6.30242, 106.895382)",192.31527643566827,250,11,40.98181650430367,tidak,ya,tidak
